site_id,longitude,latitude,year,country,class_id,class_name,role,split,block_id,fold_id,qc_keep,qc_flag,w_rel
P239,64.645299,44.937967,2018.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P240,64.761694,44.887388,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P241,64.761655,44.887613,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P242,64.858984,44.853734,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P243,64.859112,44.853939,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P244,64.93215,44.909944,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P245,64.931801,44.909967,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P246,65.019266,44.893631,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P247,65.019267,44.893451,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P248,65.227665,44.878007,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P249,65.227524,44.877892,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P250,65.337075,44.881473,2018.0,KAZ,1.0,Cropland,exact_year,traindev,63_51,2.0,True,,1.0
P251,65.336776,44.881369,2018.0,KAZ,1.0,Cropland,exact_year,traindev,63_51,2.0,True,,1.0
P252,65.123866,44.875211,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P253,65.123475,44.875109,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P254,65.125773,44.869831,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P255,65.125908,44.869959,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P256,65.119079,44.856336,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P257,65.119219,44.856115,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P258,65.116666,44.841945,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P259,65.116772,44.84221,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P260,65.144451,44.81916,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P261,65.144337,44.819531,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P262,64.972546,44.944487,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P263,64.972378,44.944365,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P264,64.953015,44.946015,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P265,64.952908,44.946078,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P266,64.913561,44.946758,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P267,64.913589,44.946575,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P268,64.769719,45.114563,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P269,64.769836,45.114757,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P270,64.73902,45.111553,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P271,64.738973,45.111812,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P272,64.728014,45.110487,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P273,64.728189,45.110245,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P274,64.705926,45.099436,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P275,64.706079,45.099565,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P276,64.706175,45.122468,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P277,64.706411,45.122316,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P278,64.64519,45.090194,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P279,64.645372,45.090045,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P280,64.623098,45.105691,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P281,64.623117,45.1059,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P282,64.607366,45.126544,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P283,64.607386,45.12645,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P284,64.654366,45.070351,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P285,64.654434,45.070479,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P286,64.594808,45.085803,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P287,64.594914,45.086003,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P288,64.561726,45.096076,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P289,64.561473,45.096274,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P290,64.521524,45.113369,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P291,64.521797,45.113248,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P292,64.46207,45.185954,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P293,64.461839,45.185999,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P294,64.375694,45.2477,2018.0,KAZ,3.0,Grassland,exact_year,test,62_52,-1.0,True,,1.0
P295,64.3755,45.247632,2018.0,KAZ,3.0,Grassland,exact_year,test,62_52,-1.0,True,,1.0
P296,64.290203,45.312816,2018.0,KAZ,3.0,Grassland,exact_year,test,62_52,-1.0,True,,1.0
P297,64.290173,45.312977,2018.0,KAZ,3.0,Grassland,exact_year,test,62_52,-1.0,True,,1.0
P298,64.27734,45.391678,2018.0,KAZ,3.0,Grassland,exact_year,test,62_52,-1.0,True,,1.0
P299,64.27769,45.391663,2018.0,KAZ,3.0,Grassland,exact_year,test,62_52,-1.0,True,,1.0
P300,64.923901,45.067535,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P301,64.924068,45.067512,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P302,65.027091,45.041732,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P303,65.02726,45.041618,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P304,65.143072,45.028122,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P305,65.14309,45.028059,2018.0,KAZ,3.0,Grassland,exact_year,traindev,62_51,0.0,True,,1.0
P306,65.259825,44.987592,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P307,65.259574,44.987853,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P308,65.353193,44.964635,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,63_51,2.0,True,,1.0
P309,65.353245,44.964535,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,63_51,2.0,True,,1.0
P310,65.705645,44.801711,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,63_51,2.0,True,,1.0
P311,65.805388,44.750542,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,63_51,2.0,True,,1.0
P312,66.02455,44.654625,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,63_51,2.0,True,,1.0
P313,66.176381,44.529026,2018.0,KAZ,3.0,Grassland,exact_year,traindev,63_51,2.0,True,,1.0
P314,66.346251,44.395029,2018.0,KAZ,3.0,Grassland,exact_year,traindev,64_51,4.0,True,,1.0
P315,66.539142,44.291257,2018.0,KAZ,3.0,Grassland,exact_year,traindev,64_51,4.0,True,,1.0
P316,66.75701,44.206374,2018.0,KAZ,3.0,Grassland,exact_year,traindev,64_51,4.0,True,,1.0
P317,66.984973,44.127637,2018.0,KAZ,3.0,Grassland,exact_year,traindev,64_51,4.0,True,,1.0
P318,67.171953,44.0408,2018.0,KAZ,3.0,Grassland,exact_year,traindev,64_50,4.0,True,,1.0
P319,67.340257,43.914051,2018.0,UZB,3.0,Grassland,exact_year,traindev,64_50,4.0,True,,1.0
P320,67.49057,43.771562,2018.0,UZB,3.0,Grassland,exact_year,traindev,65_50,2.0,True,,1.0
P321,67.650469,43.623831,2018.0,UZB,3.0,Grassland,exact_year,traindev,65_50,2.0,True,,1.0
P322,67.827528,43.508798,2018.0,UZB,1.0,Cropland,exact_year,traindev,65_50,2.0,True,,1.0
P323,68.09771,43.375532,2018.0,UZB,1.0,Cropland,exact_year,traindev,65_50,2.0,True,,1.0
P324,68.342481,43.27199,2018.0,UZB,1.0,Cropland,exact_year,traindev,65_50,2.0,True,,1.0
P325,68.413095,43.241791,2018.0,UZB,1.0,Cropland,exact_year,test,66_50,-1.0,True,,1.0
P326,68.573101,43.146651,2018.0,UZB,1.0,Cropland,exact_year,test,66_50,-1.0,True,,1.0
P327,68.667224,43.068724,2018.0,UZB,1.0,Cropland,exact_year,test,66_50,-1.0,True,,1.0
P328,68.772626,43.005822,2018.0,UZB,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P329,68.87049,42.969411,2018.0,UZB,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P330,68.928982,42.933507,2018.0,UZB,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P331,69.028506,42.880529,2018.0,UZB,3.0,Grassland,exact_year,test,66_49,-1.0,True,,1.0
P332,69.113778,42.836381,2018.0,UZB,5.0,Bare,exact_year,test,66_49,-1.0,True,,1.0
P333,69.206512,42.762465,2018.0,UZB,5.0,Bare,exact_year,test,66_49,-1.0,True,,1.0
P334,69.219212,42.677147,2018.0,UZB,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P335,69.301736,42.62012,2018.0,UZB,5.0,Bare,exact_year,test,66_49,-1.0,True,,1.0
P336,69.337789,42.531662,2018.0,UZB,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P337,69.463118,42.388963,2018.0,UZB,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
G01,76.979166,43.050555,2014.0,KAZ,3.0,Grassland,historical,traindev,74_50,2.0,True,,0.0
G02,76.985277,43.073055,2014.0,KAZ,3.0,Grassland,historical,traindev,74_50,2.0,True,,0.0
G03,76.943611,43.101388,2014.0,KAZ,3.0,Grassland,historical,traindev,74_50,2.0,True,,0.0639153221093308
G04,76.906111,43.131388,2014.0,KAZ,2.0,Forest,historical,traindev,74_50,2.0,True,,0.0
G05,76.980555,43.411111,2014.0,KAZ,1.0,Cropland,historical,traindev,74_50,2.0,True,,0.8539668635537822
G06,77.025277,43.649444,2014.0,KAZ,3.0,Grassland,historical,traindev,74_50,2.0,True,,0.2223320934379013
G07,77.0325,43.803888,2014.0,KAZ,3.0,Grassland,historical,traindev,74_50,2.0,True,,0.0
G08,77.128888,43.959444,2014.0,KAZ,3.0,Grassland,historical,traindev,74_50,2.0,True,,0.0
G09,77.043055,44.163055,2014.0,KAZ,3.0,Grassland,historical,traindev,74_51,4.0,True,,0.0
G10,76.829722,44.384722,2014.0,KAZ,3.0,Grassland,historical,traindev,74_51,4.0,True,,0.0
G11,76.659166,44.5975,2014.0,KAZ,5.0,Bare,historical,traindev,73_51,1.0,True,,0.8281729950467235
G12,76.363611,44.773333,2014.0,KAZ,4.0,Shrubland,historical,traindev,73_51,1.0,True,,0.0
G13,76.033055,44.905555,2014.0,KAZ,5.0,Bare,historical,traindev,73_51,1.0,True,,0.9074201608859876
G14,75.667222,45.034444,2014.0,KAZ,5.0,Bare,historical,traindev,73_51,1.0,True,,0.9242566683663364
G15,75.424166,45.234444,2014.0,KAZ,5.0,Bare,historical,traindev,72_52,4.0,True,,0.8589392676418313
G16,75.2525,45.436388,2014.0,KAZ,5.0,Bare,historical,traindev,72_52,4.0,True,,0.9018456132342628
G17,75.076944,45.651388,2014.0,KAZ,5.0,Bare,historical,traindev,72_52,4.0,True,,0.9494981611093886
G18,74.837777,45.818611,2014.0,KAZ,5.0,Bare,historical,traindev,72_52,4.0,True,,0.9436115457486012
H01,80.837499,46.2375,2014.0,KAZ,3.0,Grassland,historical,traindev,77_52,4.0,True,,0.7668902805847543
H02,80.691111,46.402777,2014.0,KAZ,3.0,Grassland,historical,traindev,77_53,3.0,True,,0.0
H03,80.563055,46.631111,2014.0,KAZ,5.0,Bare,historical,traindev,77_53,3.0,True,,0.0
H04,80.572222,46.882777,2014.0,KAZ,3.0,Grassland,historical,traindev,77_53,3.0,True,,0.7087358295780366
H05,80.696388,47.179722,2014.0,KAZ,3.0,Grassland,historical,traindev,77_53,3.0,True,,0.5569308727257776
H06,80.603888,47.436944,2014.0,KAZ,3.0,Grassland,historical,traindev,77_53,3.0,True,,0.0750930249190997
H07,80.669444,47.677222,2014.0,KAZ,3.0,Grassland,historical,traindev,77_54,4.0,True,,0.9019911464103452
H08,80.451666,47.889166,2014.0,KAZ,3.0,Grassland,historical,traindev,77_54,4.0,True,,0.0882851481247878
H09,80.460277,48.151111,2014.0,KAZ,3.0,Grassland,historical,traindev,77_54,4.0,True,,0.7853174113837255
H10,80.431666,48.313888,2014.0,KAZ,3.0,Grassland,historical,traindev,77_54,4.0,True,,0.1227741345898545
H11,80.594444,48.485277,2014.0,KAZ,3.0,Grassland,historical,traindev,77_54,4.0,True,,0.1132772091069738
H12,80.773611,48.651388,2014.0,KAZ,3.0,Grassland,historical,traindev,77_55,1.0,True,,0.4942813763364585
H13,80.915277,48.9525,2014.0,KAZ,3.0,Grassland,historical,traindev,78_55,3.0,True,,0.4616370281117699
H14,81.117777,49.136388,2014.0,KAZ,3.0,Grassland,historical,traindev,78_55,3.0,True,,0.5993311804510308
H15,81.402777,49.294444,2014.0,KAZ,3.0,Grassland,historical,traindev,78_55,3.0,True,,0.6025856099875778
H16,81.691389,49.376388,2014.0,KAZ,3.0,Grassland,historical,traindev,78_55,3.0,True,,0.1699935384074258
H17,81.8475,49.547222,2014.0,KAZ,3.0,Grassland,historical,traindev,78_55,3.0,True,,0.0
H18,81.999444,49.692222,2014.0,KAZ,3.0,Grassland,historical,traindev,79_55,2.0,True,,0.0
H19,82.197222,49.771388,2014.0,KAZ,3.0,Grassland,historical,traindev,79_55,2.0,True,,0.7162585385832371
H20,82.539999,49.903611,2014.0,KAZ,3.0,Grassland,historical,traindev,79_56,4.0,True,,0.6203776082883644
H21,82.760555,50.019722,2014.0,KAZ,3.0,Grassland,historical,traindev,79_56,4.0,True,,0.0
H22,82.835277,50.332222,2014.0,KAZ,3.0,Grassland,historical,traindev,79_56,4.0,True,,0.0
H23,83.165833,50.272222,2014.0,KAZ,2.0,Forest,historical,traindev,80_56,3.0,True,,0.3911314346832341
H24,83.449722,50.325,2014.0,KAZ,7.0,Built,historical,traindev,80_56,3.0,True,,0.0
H25,83.785277,50.346388,2014.0,KAZ,2.0,Forest,historical,traindev,80_56,3.0,True,,0.0
I01,69.346944,55.340277,2014.0,KAZ,3.0,Grassland,historical,traindev,66_60,1.0,True,,0.0
I02,69.173889,55.125833,2014.0,KAZ,3.0,Grassland,historical,traindev,66_60,1.0,True,,0.0
I03,69.055555,54.909444,2014.0,KAZ,1.0,Cropland,historical,traindev,66_59,2.0,True,,0.9593066946168444
I04,69.107777,54.747222,2014.0,KAZ,2.0,Forest,historical,traindev,66_59,2.0,True,,0.1600805358591104
I05,69.183888,54.565277,2014.0,KAZ,4.0,Shrubland,historical,traindev,66_59,2.0,True,,0.0
I06,69.180277,54.382777,2014.0,KAZ,1.0,Cropland,historical,traindev,66_59,2.0,True,,0.7646301448405097
I07,69.155833,54.206944,2014.0,KAZ,1.0,Cropland,historical,traindev,66_59,2.0,True,,0.5
I08,69.165277,54.019166,2014.0,KAZ,3.0,Grassland,historical,traindev,66_59,2.0,True,,0.0
I09,69.303611,53.856388,2014.0,KAZ,3.0,Grassland,historical,traindev,66_59,2.0,True,,0.0
I10,69.438889,53.662222,2014.0,KAZ,1.0,Cropland,historical,traindev,66_59,2.0,True,,0.5232282033778164
I11,69.388889,53.452777,2014.0,KAZ,1.0,Cropland,historical,traindev,66_58,4.0,True,,0.916292844806468
I12,69.341944,53.278055,2014.0,KAZ,3.0,Grassland,historical,traindev,66_58,4.0,True,,0.8974965931094417
I13,69.614722,53.220277,2014.0,KAZ,1.0,Cropland,historical,traindev,67_58,3.0,True,,0.7776027956882698
I14,69.891111,53.104444,2014.0,KAZ,3.0,Grassland,historical,traindev,67_58,3.0,True,,0.0
I15,70.071388,53.024166,2014.0,KAZ,1.0,Cropland,historical,traindev,67_58,3.0,True,,0.8945385749790711
I16,70.161666,52.906944,2014.0,KAZ,3.0,Grassland,historical,traindev,67_58,3.0,True,,0.0
I17,70.266388,52.707777,2014.0,KAZ,1.0,Cropland,historical,traindev,67_58,3.0,True,,0.647563747774883
I18,70.540277,52.6075,2014.0,KAZ,3.0,Grassland,historical,traindev,68_58,3.0,True,,0.0
I19,70.643611,52.472222,2014.0,KAZ,2.0,Forest,historical,traindev,68_58,3.0,True,,0.4329192830606204
I20,70.786389,52.323888,2014.0,KAZ,3.0,Grassland,historical,traindev,68_58,3.0,True,,0.2765803223036006
I21,70.941944,52.195555,2014.0,KAZ,3.0,Grassland,historical,traindev,68_57,4.0,True,,0.0
I22,70.990555,52.076111,2014.0,KAZ,3.0,Grassland,historical,traindev,68_57,4.0,True,,0.0
I23,70.983611,51.875833,2014.0,KAZ,1.0,Cropland,historical,traindev,68_57,4.0,True,,0.5
I24,71.035277,51.741944,2014.0,KAZ,3.0,Grassland,historical,traindev,68_57,4.0,True,,0.0
I25,71.090277,51.591944,2014.0,KAZ,3.0,Grassland,historical,traindev,68_57,4.0,True,,0.0
I26,71.233055,51.471111,2014.0,KAZ,3.0,Grassland,historical,traindev,68_57,4.0,True,,0.0
I27,71.358333,51.287222,2014.0,KAZ,3.0,Grassland,historical,traindev,68_57,4.0,True,,0.0
I28,71.6525,51.117777,2014.0,KAZ,4.0,Shrubland,historical,traindev,69_57,2.0,True,,0.0
I29,71.867222,51.015277,2014.0,KAZ,3.0,Grassland,historical,traindev,69_56,2.0,True,,0.0
I30,72.039999,50.903333,2014.0,KAZ,2.0,Forest,historical,traindev,69_56,2.0,True,,0.0
I31,72.303611,50.734722,2014.0,KAZ,1.0,Cropland,historical,traindev,69_56,2.0,True,,0.5
I32,72.520277,50.584444,2014.0,KAZ,3.0,Grassland,historical,traindev,69_56,2.0,True,,0.0
I33,72.681388,50.438888,2014.0,KAZ,3.0,Grassland,historical,traindev,70_56,1.0,True,,0.0247443165215505
I34,72.815,50.260555,2014.0,KAZ,1.0,Cropland,historical,traindev,70_56,1.0,True,,0.2417756057364387
I35,72.856944,50.114444,2014.0,KAZ,3.0,Grassland,historical,traindev,70_56,1.0,True,,0.3736775262136809
I36,73.028333,49.963055,2014.0,KAZ,3.0,Grassland,historical,traindev,70_56,1.0,True,,0.0
I37,73.051111,49.843055,2014.0,KAZ,5.0,Bare,historical,traindev,70_56,1.0,True,,0.0
I38,73.1825,49.715277,2014.0,KAZ,3.0,Grassland,historical,traindev,70_55,2.0,True,,0.0
I39,73.26,49.556944,2014.0,KAZ,3.0,Grassland,historical,traindev,70_55,2.0,True,,0.622332539486706
I40,73.403889,49.366666,2014.0,KAZ,3.0,Grassland,historical,traindev,70_55,2.0,True,,0.0
I41,73.438889,49.193333,2014.0,KAZ,3.0,Grassland,historical,traindev,70_55,2.0,True,,0.5174643828988275
I42,73.553333,48.997777,2014.0,KAZ,3.0,Grassland,historical,traindev,70_55,2.0,True,,0.5699129224496595
I43,73.665555,48.875277,2014.0,KAZ,3.0,Grassland,historical,traindev,71_55,3.0,True,,0.0
I44,73.711111,48.669444,2014.0,KAZ,3.0,Grassland,historical,traindev,71_55,3.0,True,,0.6271368910808681
I45,73.721111,48.498888,2014.0,KAZ,3.0,Grassland,historical,traindev,71_54,1.0,True,,0.1379783430388733
I46,73.798611,48.313611,2014.0,KAZ,3.0,Grassland,historical,traindev,71_54,1.0,True,,0.5279571959090632
I47,73.803333,48.155555,2014.0,KAZ,4.0,Shrubland,historical,traindev,71_54,1.0,True,,0.708475055612433
I48,74.004444,47.962222,2014.0,KAZ,3.0,Grassland,historical,traindev,71_54,1.0,True,,0.6510929127158241
I49,74.148611,47.8225,2014.0,KAZ,3.0,Grassland,historical,traindev,71_54,1.0,True,,0.960158408175244
I50,74.2875,47.703888,2014.0,KAZ,3.0,Grassland,historical,traindev,71_54,1.0,True,,0.0
I51,74.486666,47.546944,2014.0,KAZ,3.0,Grassland,historical,traindev,71_54,1.0,True,,0.0
I52,74.684166,47.383611,2014.0,KAZ,5.0,Bare,historical,traindev,72_53,2.0,True,,0.1736153794210785
I53,74.772222,47.2475,2014.0,KAZ,5.0,Bare,historical,traindev,72_53,2.0,True,,0.7974773090616163
I54,74.891944,47.056666,2014.0,KAZ,3.0,Grassland,historical,traindev,72_53,2.0,True,,0.0
I55,74.935555,46.888611,2014.0,KAZ,7.0,Built,historical,traindev,72_53,2.0,True,,0.0
D01,70.381111,42.167777,2014.0,KAZ,2.0,Forest,historical,traindev,67_49,1.0,True,,0.384366642982182
D02,70.305277,42.206388,2014.0,KAZ,3.0,Grassland,historical,traindev,67_49,1.0,True,,0.6559286341079766
D03,70.232222,42.160277,2014.0,KAZ,3.0,Grassland,historical,traindev,67_49,1.0,True,,0.178695011957976
D04,70.102777,42.246111,2014.0,KAZ,5.0,Bare,historical,traindev,67_49,1.0,True,,0.9463456077394184
D05,69.960555,42.271111,2014.0,KAZ,1.0,Cropland,historical,traindev,67_49,1.0,True,,0.9789820284587784
D06,69.804444,42.281944,2014.0,KAZ,1.0,Cropland,historical,traindev,67_49,1.0,True,,0.8316291350719527
D07,69.737222,42.317777,2014.0,KAZ,1.0,Cropland,historical,traindev,67_49,1.0,True,,0.754131502370905
D08,69.455833,42.403888,2014.0,KAZ,3.0,Grassland,historical,traindev,67_49,1.0,True,,0.0
D09,69.233611,42.393888,2014.0,KAZ,1.0,Cropland,historical,test,66_49,-1.0,True,,0.5
D10,69.131388,42.518055,2014.0,KAZ,5.0,Bare,historical,test,66_49,-1.0,True,,0.3390082351364346
D11,68.953889,42.466944,2014.0,KAZ,3.0,Grassland,historical,test,66_49,-1.0,True,,0.0
D12,68.908611,42.451944,2014.0,KAZ,1.0,Cropland,historical,test,66_49,-1.0,True,,0.9644237092543444
D13,68.83,42.525277,2014.0,KAZ,5.0,Bare,historical,test,66_49,-1.0,True,,0.0
D14,68.582222,42.629722,2014.0,KAZ,5.0,Bare,historical,test,66_49,-1.0,True,,0.4996711131382547
D15,68.471389,42.685555,2014.0,KAZ,5.0,Bare,historical,test,66_49,-1.0,True,,0.0
D16,68.437222,42.783333,2014.0,KAZ,5.0,Bare,historical,test,66_49,-1.0,True,,0.509424383380062
E01,62.693611,45.815555,2014.0,KAZ,5.0,Bare,historical,traindev,60_52,1.0,True,,0.9318868813527909
E02,62.458055,45.858888,2014.0,KAZ,5.0,Bare,historical,traindev,60_52,1.0,True,,0.7472309965457161
E03,62.248888,45.850277,2014.0,KAZ,5.0,Bare,historical,traindev,60_52,1.0,True,,0.6607338938747431
E04,62.129444,45.989444,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.9396452229007874
E05,62.084444,46.162777,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.0
E06,61.91,46.164444,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.6228284469861574
E07,61.846944,46.133888,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.6989732349408688
E08,61.700277,46.135,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.9491265490720124
E09,61.617222,46.159166,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.9410950954212548
E10,61.491944,46.133888,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.5238774727741152
E11,61.381388,46.143888,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.2804783908967579
E12,61.256666,46.151388,2014.0,KAZ,6.0,Water,historical,test,59_52,-1.0,True,,0.0
E13,61.164722,46.099722,2014.0,KAZ,5.0,Bare,historical,test,59_52,-1.0,True,,0.9726523218900752
E14,61.103333,46.064722,2014.0,KAZ,5.0,Bare,historical,traindev,58_52,1.0,True,,0.7071020507934687
E15,61.053055,46.023888,2014.0,KAZ,6.0,Water,historical,traindev,58_52,1.0,True,,0.0
E16,61.045833,45.996388,2014.0,KAZ,5.0,Bare,historical,traindev,58_52,1.0,True,,0.7050901584465274
F01,51.767222,47.366944,2014.0,KAZ,1.0,Cropland,historical,traindev,49_53,2.0,True,,0.5263671850678837
F02,51.595277,47.5925,2014.0,KAZ,5.0,Bare,historical,traindev,49_54,3.0,True,,0.3644830243404131
F03,51.574444,47.851111,2014.0,KAZ,5.0,Bare,historical,traindev,49_54,3.0,True,,0.8048706143784489
F04,51.526388,48.1,2014.0,KAZ,5.0,Bare,historical,traindev,49_54,3.0,True,,0.5150424776651037
F05,51.866666,47.195555,2014.0,KAZ,5.0,Bare,historical,traindev,50_53,1.0,True,,0.6488838886015557
F06,51.529166,48.410833,2014.0,KAZ,5.0,Bare,historical,traindev,49_54,3.0,True,,0.7470472218803796
F07,51.634444,48.590555,2014.0,KAZ,3.0,Grassland,historical,traindev,49_54,3.0,True,,0.0
F08,51.7775,48.810277,2014.0,KAZ,3.0,Grassland,historical,traindev,49_55,4.0,True,,0.677016164711525
F09,51.799166,49.061388,2014.0,KAZ,3.0,Grassland,historical,traindev,49_55,4.0,True,,0.1758565873468316
F10,51.808888,49.297777,2014.0,KAZ,3.0,Grassland,historical,traindev,49_55,4.0,True,,0.3363312900174857
F11,51.593055,49.425555,2014.0,KAZ,3.0,Grassland,historical,traindev,49_55,4.0,True,,0.0
F12,51.434722,49.645555,2014.0,KAZ,3.0,Grassland,historical,traindev,49_55,4.0,True,,0.4213367473924504
F13,51.3175,49.868611,2014.0,KAZ,3.0,Grassland,historical,traindev,49_56,2.0,True,,0.8148729715095008
F14,51.210833,50.095555,2014.0,KAZ,3.0,Grassland,historical,traindev,49_56,2.0,True,,0.823467996932072
F15,51.009722,50.32,2014.0,KAZ,3.0,Grassland,historical,traindev,49_56,2.0,True,,0.3506691884645493
F16,51.056388,50.564722,2014.0,KAZ,3.0,Grassland,historical,traindev,49_56,2.0,True,,0.7321789880943305
F17,51.084444,50.754722,2014.0,KAZ,5.0,Bare,historical,traindev,49_56,2.0,True,,0.0
F18,51.142222,50.967777,2014.0,KAZ,3.0,Grassland,historical,traindev,49_56,2.0,True,,0.3167497239522827
F19,51.245555,51.072222,2014.0,KAZ,3.0,Grassland,historical,traindev,49_57,2.0,True,,0.0
